Weather and Climate Billion-Dollar Disasters to affect Arkansas from 1980-2024
Cost values are in millions of dollars
Name,Disaster,Begin Date,End Date,CPI-Adjusted Cost,Unadjusted Cost,Deaths
"Hurricane Gustav (September 2008)",Tropical Cyclone,20080831,20080903,8635.7,5997,53
"Hurricane Ike (September 2008)",Tropical Cyclone,20080912,20080914,43198.4,29998.8,112
"U.S. Drought (2008)",Drought,20080101,20081231,10444.7,7009.8,0
"South/Southeast Severe Weather and Tornadoes (April 2009)",Severe Storm,20090409,20090410,2116.4,1430.1,6
"Midwest, South and East Severe Weather (June 2009)",Severe Storm,20090609,20090612,1939,1328.1,0
"East/South Flooding and Severe Weather (May 2010)",Flooding,20100430,20100502,3286.2,2266.3,32
"Midwest/Southeast Tornadoes (April 2011)",Severe Storm,20110414,20110416,2882.9,2059.2,38
"Ohio Valley Derecho and Southern Tornadoes (April 2011)",Severe Storm,20110419,20110420,1452.8,1037.5,0
"Southeast/Ohio Valley/Midwest Tornadoes (April 2011)",Severe Storm,20110425,20110428,14310.7,10222,321
"Midwest/Southeast Tornadoes (May 2011)",Severe Storm,20110522,20110527,12644.5,9096.8,177
"Mississippi River flooding (April-May 2011)",Flooding,20110401,20110531,4270.1,2986,7
"Southern Plains/Southwest Drought and Heat Wave (Spring-Summer 2011)",Drought,20110301,20110831,17109.5,11964.8,95
"U.S. Drought/Heat Wave (2012)",Drought,20120101,20121231,41705.2,30003.6,123
"Midwest/Southeast/Northeast Tornadoes and Flooding (April 2014)",Severe Storm,20140427,20140501,2309.2,1736.1,33
"Rockies/Central Plains Severe Weather (June 2014)",Severe Storm,20140603,20140605,2533.4,1919.2,2
"Midwest/Ohio Valley Severe Weather (April 2015)",Severe Storm,20150407,20150409,2069,1555.6,2
"South/Southeast Severe Weather (April 2015)",Severe Storm,20150418,20150420,1707.6,1283.9,0
"Texas and Oklahoma Flooding and Severe Weather (May 2015)",Flooding,20150523,20150526,3375.6,2500.4,31
"Texas Tornadoes and Midwest Flooding (December 2015)",Severe Storm,20151226,20151229,2609.3,1961.9,50
"South/Southeast Tornadoes (April 2016)",Severe Storm,20160426,20160502,3136.7,2394.5,6
"Central/Southeast Tornado Outbreak (March 2017)",Severe Storm,20170228,20170301,2329.9,1806,6
"Midwest Tornado Outbreak (March 2017)",Severe Storm,20170306,20170308,2807.2,2176,2
"Southeast Severe Weather and Tornadoes (April 2017)",Severe Storm,20170404,20170406,1259.2,976,1
"Missouri and Arkansas Flooding and Central Severe Weather (May 2017)",Flooding,20170425,20170507,2156.7,1659,20
"Southern and Eastern Tornadoes and Severe Weather (April 2018)",Severe Storm,20180413,20180416,1660.7,1318,3
"Central and Eastern Tornadoes and Severe Weather (July 2018)",Severe Storm,20180719,20180722,1981.6,1585,0
"South and Southeast Severe Weather (May 2019)",Severe Storm,20190507,20190513,1862.4,1514,0
"Arkansas River Flooding (June 2019)",Flooding,20190520,20190614,3720.8,3025,5
"Mississippi River, Midwest and Southern Flooding (July 2019)",Flooding,20190315,20190731,7649.6,6169,4
"Texas Tornadoes and Central Severe Weather (October 2019)",Severe Storm,20191020,20191020,2095.9,1718,2
"Southeast Tornadoes and Northern Storms and Flooding (January 2020)",Severe Storm,20200110,20200112,1401.8,1149,10
"Midwest and Ohio Valley Severe Weather (March 2020)",Severe Storm,20200327,20200328,3120.9,2558,0
"North Central and Ohio Valley Hail Storms and Severe Weather (April 2020)",Severe Storm,20200407,20200408,3543.9,2881,0
"Southeast and Eastern Tornado Outbreak (April 2020)",Severe Storm,20200412,20200413,4236.2,3444,35
"Central, Southern and Eastern Severe Weather (April 2020)",Severe Storm,20200427,20200430,1263.3,1027,1
"Central and Eastern Severe Weather (May 2020)",Severe Storm,20200503,20200505,2598.9,2113,2
"South, Central and Eastern Severe Weather (May 2020)",Severe Storm,20200520,20200523,1948.6,1584,2
"Hurricane Laura (August 2020)",Tropical Cyclone,20200827,20200828,28090.3,23215,42
"Northwest, Central, Eastern Winter Storm and Cold Wave (February 2021)",Winter Storm,20210210,20210219,27223.2,22686,262
"Eastern Severe Weather (March 2021)",Severe Storm,20210327,20210328,1601.9,1346,8
"Southern Tornadoes and Southeast Severe Weather (May 2021)",Severe Storm,20210502,20210504,1479.1,1264,4
"Hurricane Ida (August 2021)",Tropical Cyclone,20210829,20210901,84608.1,73572,96
"Southeast, Central Tornado Outbreak (December 2021)",Severe Storm,20211210,20211210,4424.1,3915,93
"Southern Tornado Outbreak (March 2022)",Severe Storm,20220330,20220330,1369.4,1256,2
"Southeast Tornado Outbreak (April 2022)",Severe Storm,20220404,20220406,1544.8,1417,3
"Southern Severe Weather (April 2022)",Severe Storm,20220411,20220413,2915.7,2675,1
"Central and Eastern Winter Storm and Cold Wave (December 2022)",Winter Storm,20221221,20221226,8951.7,8445,87
"Western/Central Drought and Heat Wave (2022)",Drought,20220101,20221231,23480.6,20965,136
"Central Tornado Outbreak and Eastern Severe Weather (March 2023)",Severe Storm,20230331,20230401,5853.2,5628,33
"Central and Southern Severe Weather (April 2023)",Severe Storm,20230415,20230415,1388.3,1335,0
"Southern Severe Weather (June 2023)",Severe Storm,20230611,20230614,4153.1,4032,0
"Central and Southern Severe Weather (June 2023)",Severe Storm,20230615,20230618,3881.1,3768,5
"Rockies Hail Storms and Central and Eastern Severe Weather (June 2023)",Severe Storm,20230621,20230626,5401.4,5244,8
"Southern/Midwestern Drought and Heatwave (Spring-Fall 2023)",Drought,20230401,20230930,14786.7,14082,247
"Central, Southern, Northeastern Winter Storm and Cold Wave (January 2024)",Winter Storm,20240114,20240118,1948.3,1910,41
"Central and Southern Severe Weather (March 2024)",Severe Storm,20240312,20240314,6091.4,6031,3
"Central, Southern, Southeastern Tornado Outbreak (May 2024)",Severe Storm,20240506,20240509,6571,6571,3
"Central, Southern, Eastern Severe Weather (May 2024)",Severe Storm,20240518,20240522,4859,4859,5
"Central Tornado Outbreak (May 2024)",Severe Storm,20240525,20240526,3432,3432,16
