Weather and Climate Billion-Dollar Disasters to affect Colorado from 1980-2024
Cost values are in millions of dollars
Name,Disaster,Begin Date,End Date,CPI-Adjusted Cost,Unadjusted Cost,Deaths
"Western Drought (2014)",Drought,20140101,20141231,5295.5,3951.7,0
"Southern Plains Tornadoes (May 2015)",Severe Storm,20150506,20150510,1679.2,1272.1,4
"Texas and Oklahoma Flooding and Severe Weather (May 2015)",Flooding,20150523,20150526,3375.6,2500.4,31
"Central and Northeast Severe Weather (June 2015)",Severe Storm,20150621,20150625,1547.1,1172,1
"Western and Alaskan Wildfires (Summer-Fall 2015)",Wildfire,20150601,20151130,3996.9,3028,12
"Plains Tornadoes and Central Severe Weather (May 2016)",Severe Storm,20160508,20160511,2252.9,1719.6,2
"Rockies/Central Tornadoes and Severe Weather (May 2016)",Severe Storm,20160521,20160526,1501.5,1146.3,0
"Rockies and Northeast Severe Weather (July 2016)",Severe Storm,20160728,20160730,1920,1465.6,0
"Colorado Hail Storm and Central Severe Weather (May 2017)",Severe Storm,20170508,20170511,4321.5,3350,0
"Central and Northeast Severe Weather (May 2018)",Severe Storm,20180501,20180504,1751.3,1390,0
"Central and Eastern Severe Weather (May 2018)",Severe Storm,20180513,20180515,1726.2,1370,5
"Colorado Hail Storm (June 2018)",Severe Storm,20180613,20180613,1193.8,955,0
"Colorado Hail Storm (June 2018)",Severe Storm,20180618,20180619,2778.8,2223,0
"Mountain West Severe Weather (July 2018)",Severe Storm,20180726,20180729,1063.8,851,0
"Rockies and Plains Hail Storms (August 2018)",Severe Storm,20180806,20180807,1281.4,1025,0
"Southwest/Southern Plains Drought (Summer-Fall 2018)",Drought,20180601,20181230,3797.4,2990,0
"Western Wildfires, California Firestorm (Summer-Fall 2018)",Wildfire,20180601,20181231,30000,24000,106
"Rockies, Central and Northeast Tornadoes and Severe Weather (May 2019)",Severe Storm,20190526,20190529,5655.6,4598,3
"Colorado Hail Storms (July 2019)",Severe Storm,20190704,20190705,1239.8,1008,0
"Western Wildfires - California, Oregon, Washington Firestorms (Fall 2020)",Wildfire,20200801,20201230,19904.5,16450,46
"Western/Central Drought and Heat Wave (Summer-Fall 2020)",Drought,20200601,20201230,5439.1,4495,45
"Northwest, Central, Eastern Winter Storm and Cold Wave (February 2021)",Winter Storm,20210210,20210219,27223.2,22686,262
"Central Severe Storms (June 2021)",Severe Storm,20210624,20210626,1453.6,1253,0
"Midwest Derecho and Tornado Outbreak (December 2021)",Severe Storm,20211215,20211215,2013.8,1782,1
"Western Wildfires (2021)",Wildfire,20210601,20211231,12064,10400,8
"Western Drought and Heat Wave (2021)",Drought,20210101,20211231,10117.2,8431,229
"Southern Severe Weather (April 2022)",Severe Storm,20220411,20220413,2915.7,2675,1
"Central Severe Weather (June 2022)",Severe Storm,20220607,20220608,2025.7,1911,0
"Central and Eastern Winter Storm and Cold Wave (December 2022)",Winter Storm,20221221,20221226,8951.7,8445,87
"Western/Central Drought and Heat Wave (2022)",Drought,20220101,20221231,23480.6,20965,136
"Central and Eastern Tornadoes and Hail Storms (May 2023)",Severe Storm,20230510,20230512,3563,3426,1
"Southern Severe Weather (June 2023)",Severe Storm,20230611,20230614,4153.1,4032,0
"Rockies Hail Storms and Central and Eastern Severe Weather (June 2023)",Severe Storm,20230621,20230626,5401.4,5244,8
"Central Severe Weather (June 2023)",Severe Storm,20230628,20230702,1976.8,1919,3
"Northeastern and Eastern Severe Weather (August 2023)",Severe Storm,20230805,20230808,1680.2,1631,4
"Central, Southern, Northeastern Winter Storm and Cold Wave (January 2024)",Winter Storm,20240114,20240118,1948.3,1910,41
"Southern and Eastern Severe Weather (April 2024)",Severe Storm,20240408,20240411,2725.1,2698,0
"Central, Southern, Southeastern Tornado Outbreak (May 2024)",Severe Storm,20240506,20240509,6571,6571,3
"Central, Southern, Eastern Severe Weather (May 2024)",Severe Storm,20240518,20240522,4859,4859,5
"Colorado Hail Storms and Southern Severe Weather (May 2024)",Severe Storm,20240531,20240601,2983,2983,0
