Weather and Climate Billion-Dollar Disasters to affect Wisconsin from 1980-2024
Cost values are in millions of dollars
Name,Disaster,Begin Date,End Date,CPI-Adjusted Cost,Unadjusted Cost,Deaths
"Southeast/Midwest Tornadoes (April 2011)",Severe Storm,20110408,20110411,3051,2179.3,0
"Midwest/Southeast Tornadoes (May 2011)",Severe Storm,20110522,20110527,12644.5,9096.8,177
"North Central Severe Weather (July 1, 2011)",Severe Storm,20110701,20110701,1234.4,888,0
"U.S. Drought/Heat Wave (2012)",Drought,20120101,20121231,41705.2,30003.6,123
"Midwest Severe Weather (August 2013)",Severe Storm,20130806,20130807,1396.2,1041.9,0
"Western/Plains Drought/Heat Wave (Spring-Fall 2013)",Drought,20130301,20131130,14283.6,10425.9,53
"Central Severe Weather (April 2014)",Severe Storm,20140412,20140413,1221.1,918,0
"Midwest/Ohio Valley Severe Weather (April 2015)",Severe Storm,20150407,20150409,2069,1555.6,2
"Central and Northeast Severe Weather (June 2015)",Severe Storm,20150621,20150625,1547.1,1172,1
"Midwest Tornado Outbreak (March 2017)",Severe Storm,20170306,20170308,2807.2,2176,2
"North Central Severe Weather and Tornadoes (May 2017)",Severe Storm,20170515,20170518,1214.1,941,1
"Minnesota Hail Storm and Upper Midwest Severe Weather (June 2017)",Severe Storm,20170609,20170611,3031.5,2350,0
"Central and Northeast Severe Weather (May 2018)",Severe Storm,20180501,20180504,1751.3,1390,0
"Missouri River and North Central Flooding (March 2019)",Flooding,20190314,20190331,13408.9,10727,3
"Southeast Tornadoes and Northern Storms and Flooding (January 2020)",Severe Storm,20200110,20200112,1401.8,1149,10
"North Central and Ohio Valley Hail Storms and Severe Weather (April 2020)",Severe Storm,20200407,20200408,3543.9,2881,0
"Central Severe Weather - Derecho (August 2020)",Severe Storm,20200810,20200810,13342.7,11027,4
"Ohio Valley Hail Storms (June 2021)",Severe Storm,20210617,20210618,1980.1,1707,0
"Central Severe Storms (June 2021)",Severe Storm,20210624,20210626,1453.6,1253,0
"North Central Severe Weather (August 2021)",Severe Storm,20210810,20210813,1476.9,1284,2
"Midwest Derecho and Tornado Outbreak (December 2021)",Severe Storm,20211215,20211215,2013.8,1782,1
"Southern Severe Weather (April 2022)",Severe Storm,20220411,20220413,2915.7,2675,1
"North Central Hail Storms (May 2022)",Severe Storm,20220509,20220509,2354.4,2160,0
"North Central Severe Weather (May 2022)",Severe Storm,20220511,20220512,2949.6,2706,1
"North Central Hail Storms (May 2022)",Severe Storm,20220519,20220519,2625.4,2431,0
"Central Derecho (June 2022)",Severe Storm,20220613,20220613,3386.6,3195,1
"North Central and Eastern Severe Weather (July 2022)",Severe Storm,20220722,20220724,1420.4,1340,1
"Central and Eastern Winter Storm and Cold Wave (December 2022)",Winter Storm,20221221,20221226,8951.7,8445,87
"Central and Eastern Severe Weather (April 2023)",Severe Storm,20230404,20230406,2956.1,2815,5
"Central Severe Weather (April 2023)",Severe Storm,20230419,20230420,3078.4,2960,1
"Northeastern Flooding and North Central Severe Weather (July 2023)",Flooding,20230709,20230715,2230.4,2165,10
"North Central and Southeastern Severe Weather (July 2023)",Severe Storm,20230719,20230721,1887,1832,1
"North Central and Eastern Severe Weather (July 2023)",Severe Storm,20230728,20230729,1526.6,1482,2
"Southern/Midwestern Drought and Heatwave (Spring-Fall 2023)",Drought,20230401,20230930,14786.7,14082,247
"Central, Southern, Northeastern Winter Storm and Cold Wave (January 2024)",Winter Storm,20240114,20240118,1948.3,1910,41
"Central, Southern, Southeastern Tornado Outbreak (May 2024)",Severe Storm,20240506,20240509,6571,6571,3
"Central, Southern, Eastern Severe Weather (May 2024)",Severe Storm,20240518,20240522,4859,4859,5
"Central and Eastern Tornado Outbreak and Severe Weather (July 2024)",Severe Storm,20240713,20240716,2435,2435,2
