Weather and Climate Billion-Dollar Disasters to affect Michigan from 1980-2024
Cost values are in millions of dollars
Name,Disaster,Begin Date,End Date,CPI-Adjusted Cost,Unadjusted Cost,Deaths
"Ohio Valley Tornadoes (November 2013)",Severe Storm,20131117,20131117,1472.2,1090.6,8
"Western/Plains Drought/Heat Wave (Spring-Fall 2013)",Drought,20130301,20131130,14283.6,10425.9,53
"Midwest/Southeast/Northeast Winter Storm (January 2014)",Winter Storm,20140105,20140108,2911.5,2172.7,16
"Central Severe Weather (April 2014)",Severe Storm,20140412,20140413,1221.1,918,0
"Michigan and Northeast Flooding (August 2014)",Flooding,20140811,20140813,1361.9,1031.7,2
"Central and Eastern Winter storm, Cold Wave (February 2015)",Winter Storm,20150214,20150220,3969.3,2962.1,30
"Midwest/Ohio Valley Severe Weather (April 2015)",Severe Storm,20150407,20150409,2069,1555.6,2
"Central and Northeast Severe Weather (June 2015)",Severe Storm,20150621,20150625,1547.1,1172,1
"Southeast and Eastern Tornadoes (February 2016)",Severe Storm,20160222,20160224,1383.5,1040,10
"Central/Southeast Tornado Outbreak (March 2017)",Severe Storm,20170228,20170301,2329.9,1806,6
"Midwest Tornado Outbreak (March 2017)",Severe Storm,20170306,20170308,2807.2,2176,2
"Southern and Eastern Tornadoes and Severe Weather (April 2018)",Severe Storm,20180413,20180416,1660.7,1318,3
"Central and Northeast Severe Weather (May 2018)",Severe Storm,20180501,20180504,1751.3,1390,0
"Missouri River and North Central Flooding (March 2019)",Flooding,20190314,20190331,13408.9,10727,3
"Southeast Tornadoes and Northern Storms and Flooding (January 2020)",Severe Storm,20200110,20200112,1401.8,1149,10
"North Central and Ohio Valley Hail Storms and Severe Weather (April 2020)",Severe Storm,20200407,20200408,3543.9,2881,0
"Central Severe Weather - Derecho (August 2020)",Severe Storm,20200810,20200810,13342.7,11027,4
"Ohio Valley Hail Storms (June 2021)",Severe Storm,20210617,20210618,1980.1,1707,0
"Central Severe Storms (June 2021)",Severe Storm,20210624,20210626,1453.6,1253,0
"North Central Severe Weather (August 2021)",Severe Storm,20210810,20210813,1476.9,1284,2
"Southeast, Central Tornado Outbreak (December 2021)",Severe Storm,20211210,20211210,4424.1,3915,93
"Midwest Derecho and Tornado Outbreak (December 2021)",Severe Storm,20211215,20211215,2013.8,1782,1
"North Central Hail Storms (May 2022)",Severe Storm,20220519,20220519,2625.4,2431,0
"North Central and Eastern Severe Weather (July 2022)",Severe Storm,20220722,20220724,1420.4,1340,1
"Central and Eastern Winter Storm and Cold Wave (December 2022)",Winter Storm,20221221,20221226,8951.7,8445,87
"Central and Eastern Severe Weather (April 2023)",Severe Storm,20230404,20230406,2956.1,2815,5
"Rockies Hail Storms and Central and Eastern Severe Weather (June 2023)",Severe Storm,20230621,20230626,5401.4,5244,8
"North Central and Southeastern Severe Weather (July 2023)",Severe Storm,20230719,20230721,1887,1832,1
"Central, Southern, Northeastern Winter Storm and Cold Wave (January 2024)",Winter Storm,20240114,20240118,1948.3,1910,41
"Central and Eastern Severe Weather (February 2024)",Severe Storm,20240227,20240228,1519.1,1504,0
"Central, Southern, Southeastern Tornado Outbreak (May 2024)",Severe Storm,20240506,20240509,6571,6571,3
"Central and Eastern Severe Weather (June 2024)",Severe Storm,20240612,20240614,1228,1228,0
"Central and Northeast Severe Weather (June 2024)",Severe Storm,20240624,20240626,1704,1704,3
"Hurricane Beryl (July 2024)",Tropical Cyclone,20240708,20240708,7219,7219,45
"Central and Eastern Tornado Outbreak and Severe Weather (July 2024)",Severe Storm,20240713,20240716,2435,2435,2
