Weather and Climate Billion-Dollar Disasters to affect South Carolina from 1980-2024
Cost values are in millions of dollars
Name,Disaster,Begin Date,End Date,CPI-Adjusted Cost,Unadjusted Cost,Deaths
"Spring Freeze (April 2007)",Freeze,20070404,20070410,3168.6,2044,0
"East/South Severe Weather and Flooding (April 2007)",Severe Storm,20070413,20070417,3811.8,2507.8,9
"Western/Eastern Drought/Heat Wave (Summer-Fall 2007)",Drought,20070601,20071130,5484.6,3538.3,15
"Southeast Tornadoes (March 2008)",Severe Storm,20080314,20080315,1662.6,1131,5
"U.S. Drought (2008)",Drought,20080101,20081231,10444.7,7009.8,0
"South/Southeast Severe Weather and Tornadoes (April 2009)",Severe Storm,20090409,20090410,2116.4,1430.1,6
"Midwest, South and East Severe Weather (June 2009)",Severe Storm,20090609,20090612,1939,1328.1,0
"Rockies/Central/East Severe Weather (June 2010)",Severe Storm,20100610,20100615,1297.5,901,2
"Midwest/Southeast Tornadoes and Derecho (April 2011)",Severe Storm,20110404,20110405,3885.3,2775.2,9
"Southeast/Midwest Tornadoes (April 2011)",Severe Storm,20110408,20110411,3051,2179.3,0
"Midwest/Southeast Tornadoes (April 2011)",Severe Storm,20110414,20110416,2882.9,2059.2,38
"Midwest/Southeast Tornadoes and Severe Weather (June 2011)",Severe Storm,20110618,20110622,2136.6,1537.3,3
"Southern Plains/Southwest Drought and Heat Wave (Spring-Summer 2011)",Drought,20110301,20110831,17109.5,11964.8,95
"Plains/East/Northeast Derecho (June-July 2012)",Severe Storm,20120629,20120702,3957,2888.4,28
"Midwest/Southeast/Northeast Winter Storm (January 2014)",Winter Storm,20140105,20140108,2911.5,2172.7,16
"Rockies/Midwest/Eastern Severe Weather (May 2014)",Severe Storm,20140518,20140523,4901.4,3713.2,0
"Central and Eastern Winter storm, Cold Wave (February 2015)",Winter Storm,20150214,20150220,3969.3,2962.1,30
"South/Southeast Severe Weather (April 2015)",Severe Storm,20150418,20150420,1707.6,1283.9,0
"Texas and Oklahoma Flooding and Severe Weather (May 2015)",Flooding,20150523,20150526,3375.6,2500.4,31
"South Carolina and East Coast Flooding (October 2015)",Flooding,20151001,20151005,2637.7,1998.2,25
"Southeast and Eastern Tornadoes (February 2016)",Severe Storm,20160222,20160224,1383.5,1040,10
"Hurricane Matthew (October 2016)",Tropical Cyclone,20161008,20161012,13000,10000,49
"West/Northeast/Southeast Drought (2016)",Drought,20160101,20161231,4580,3443.5,0
"Southern Tornado Outbreak and Western Storms (January 2017)",Severe Storm,20170120,20170122,1436.5,1105,24
"Central/Southeast Tornado Outbreak (March 2017)",Severe Storm,20170228,20170301,2329.9,1806,6
"Southeast Freeze (March 2017)",Freeze,20170314,20170316,1300,1000,0
"Southeast Severe Weather and Tornadoes (April 2017)",Severe Storm,20170404,20170406,1259.2,976,1
"South and Southeast Severe Weather (April 2017)",Severe Storm,20170420,20170422,1152,893,0
"Hurricane Irma (September 2017)",Tropical Cyclone,20170906,20170912,64000,50000,97
"Central and Eastern Winter Storm (January 2018)",Winter Storm,20180103,20180105,1324.6,1043,22
"Southeastern Tornadoes and Severe Weather (March 2018)",Severe Storm,20180318,20180321,1829.5,1452,0
"Southern and Eastern Tornadoes and Severe Weather (April 2018)",Severe Storm,20180413,20180416,1660.7,1318,3
"Central and Eastern Tornadoes and Severe Weather (July 2018)",Severe Storm,20180719,20180722,1981.6,1585,0
"Hurricane Florence (September 2018)",Tropical Cyclone,20180913,20180916,30000,24000,53
"Hurricane Michael (October 2018)",Tropical Cyclone,20181010,20181011,30969,24975,49
"Hurricane Dorian (September 2019)",Tropical Cyclone,20190828,20190906,1980.3,1610,10
"Southeast Tornadoes and Northern Storms and Flooding (January 2020)",Severe Storm,20200110,20200112,1401.8,1149,10
"South, East and Northeast Severe Weather (February 2020)",Severe Storm,20200205,20200207,1532.2,1256,3
"Southeast and Eastern Tornado Outbreak (April 2020)",Severe Storm,20200412,20200413,4236.2,3444,35
"Central and Eastern Severe Weather (May 2020)",Severe Storm,20200503,20200505,2598.9,2113,2
"South, Central and Eastern Severe Weather (May 2020)",Severe Storm,20200520,20200523,1948.6,1584,2
"Hurricane Isaias (August 2020)",Tropical Cyclone,20200803,20200804,5756.1,4757,16
"Hurricane Sally (September 2020)",Tropical Cyclone,20200915,20200917,8801.5,7274,5
"Hurricane Delta (October 2020)",Tropical Cyclone,20201009,20201011,3469.3,2867,5
"Hurricane Zeta (October 2020)",Tropical Cyclone,20201028,20201029,5266,4352,6
"Tropical Storm Eta (November 2020)",Tropical Cyclone,20201108,20201112,1766.7,1460,12
"Eastern Severe Weather (March 2021)",Severe Storm,20210327,20210328,1601.9,1346,8
"Southern Tornadoes and Southeast Severe Weather (May 2021)",Severe Storm,20210502,20210504,1479.1,1264,4
"Tropical Storm Elsa (July 2021)",Tropical Cyclone,20210707,20210709,1395.3,1213,1
"Tropical Storm Fred (August 2021)",Tropical Cyclone,20210816,20210818,1468.9,1277,7
"Southeast Tornado Outbreak (April 2022)",Severe Storm,20220404,20220406,1544.8,1417,3
"Central Derecho (June 2022)",Severe Storm,20220613,20220613,3386.6,3195,1
"Hurricane Ian (September 2022)",Tropical Cyclone,20220928,20220930,118508,111800,152
"Hurricane Nicole (November 2022)",Tropical Cyclone,20221110,20221111,1081.2,1020,5
"Central and Eastern Winter Storm and Cold Wave (December 2022)",Winter Storm,20221221,20221226,8951.7,8445,87
"Central and Eastern Tornadoes and Hail Storms (May 2023)",Severe Storm,20230510,20230512,3563,3426,1
"Southern Severe Weather (June 2023)",Severe Storm,20230611,20230614,4153.1,4032,0
"Northeastern and Eastern Severe Weather (August 2023)",Severe Storm,20230805,20230808,1680.2,1631,4
"Hurricane Idalia (August 2023)",Tropical Cyclone,20230829,20230831,3559.7,3456,5
"East Coast Storm and Flooding (December 2023)",Flooding,20231216,20231218,1301.6,1276,5
"Southern Tornado Outbreak and East Coast Storm (January 2024)",Severe Storm,20240108,20240110,2780.2,2726,3
"Southern and Eastern Severe Weather (April 2024)",Severe Storm,20240408,20240411,2725.1,2698,0
"Central, Southern, Southeastern Tornado Outbreak (May 2024)",Severe Storm,20240506,20240509,6571,6571,3
"Central and Eastern Tornado Outbreak and Severe Weather (July 2024)",Severe Storm,20240713,20240716,2435,2435,2
"Hurricane Debby (August 2024)",Tropical Cyclone,20240805,20240809,2476,2476,10
"Hurricane Helene (September 2024)",Tropical Cyclone,20240924,20240929,TBD,TBD,225
