Weather and Climate Billion-Dollar Disasters to affect Virginia from 1980-2024
Cost values are in millions of dollars
Name,Disaster,Begin Date,End Date,CPI-Adjusted Cost,Unadjusted Cost,Deaths
"Southeast Severe Weather (March 2005)",Severe Storm,20050324,20050327,1410,865,0
"Northeast Flooding (June 2006)",Flooding,20060625,20060628,2358.5,1521.6,20
"Spring Freeze (April 2007)",Freeze,20070404,20070410,3168.6,2044,0
"East/South Severe Weather and Flooding (April 2007)",Severe Storm,20070413,20070417,3811.8,2507.8,9
"Western/Eastern Drought/Heat Wave (Summer-Fall 2007)",Drought,20070601,20071130,5484.6,3538.3,15
"U.S. Drought (2008)",Drought,20080101,20081231,10444.7,7009.8,0
"Southeast/Ohio Valley Severe Weather (February 2009)",Severe Storm,20090210,20090211,2575.4,1740.2,10
"Northeast Winter Storm (February 2010)",Winter Storm,20100209,20100211,1184.8,817,3
"Midwest/Southeast Tornadoes (April 2011)",Severe Storm,20110414,20110416,2882.9,2059.2,38
"Southeast/Ohio Valley/Midwest Tornadoes (April 2011)",Severe Storm,20110425,20110428,14310.7,10222,321
"Midwest/Southeast Tornadoes (May 2011)",Severe Storm,20110522,20110527,12644.5,9096.8,177
"Hurricane Irene (August 2011)",Tropical Cyclone,20110826,20110828,18756.7,13494,45
"Southern Plains/Southwest Drought and Heat Wave (Spring-Summer 2011)",Drought,20110301,20110831,17109.5,11964.8,95
"Tropical Storm Lee (September 2011)",Tropical Cyclone,20110901,20110905,3492.4,2512.5,21
"Plains/East/Northeast Derecho (June-July 2012)",Severe Storm,20120629,20120702,3957,2888.4,28
"Hurricane Sandy (October 2012)",Tropical Cyclone,20121030,20121031,88453.9,65039.6,159
"U.S. Drought/Heat Wave (2012)",Drought,20120101,20121231,41705.2,30003.6,123
"Midwest/Southeast/Northeast Winter Storm (January 2014)",Winter Storm,20140105,20140108,2911.5,2172.7,16
"Midwest/Southeast/Northeast Tornadoes and Flooding (April 2014)",Severe Storm,20140427,20140501,2309.2,1736.1,33
"Rockies/Midwest/Eastern Severe Weather (May 2014)",Severe Storm,20140518,20140523,4901.4,3713.2,0
"Central and Eastern Winter storm, Cold Wave (February 2015)",Winter Storm,20150214,20150220,3969.3,2962.1,30
"Central and Northeast Severe Weather (June 2015)",Severe Storm,20150621,20150625,1547.1,1172,1
"South Carolina and East Coast Flooding (October 2015)",Flooding,20151001,20151005,2637.7,1998.2,25
"Southeast and Eastern Tornadoes (February 2016)",Severe Storm,20160222,20160224,1383.5,1040,10
"South/Southeast Tornadoes (April 2016)",Severe Storm,20160426,20160502,3136.7,2394.5,6
"West Virginia Flooding and Ohio Valley Tornadoes (June 2016)",Flooding,20160622,20160624,1288.5,968.8,23
"Rockies and Northeast Severe Weather (July 2016)",Severe Storm,20160728,20160730,1920,1465.6,0
"Hurricane Matthew (October 2016)",Tropical Cyclone,20161008,20161012,13000,10000,49
"Central/Southeast Tornado Outbreak (March 2017)",Severe Storm,20170228,20170301,2329.9,1806,6
"Southeast Freeze (March 2017)",Freeze,20170314,20170316,1300,1000,0
"Southeast Severe Weather and Tornadoes (April 2017)",Severe Storm,20170404,20170406,1259.2,976,1
"South and Southeast Severe Weather (April 2017)",Severe Storm,20170420,20170422,1152,893,0
"Midwest Severe Weather (June 2017)",Severe Storm,20170612,20170616,1931.5,1509,0
"Central and Eastern Winter Storm (January 2018)",Winter Storm,20180103,20180105,1324.6,1043,22
"Northeast Winter Storm (March 2018)",Winter Storm,20180301,20180303,2764.5,2194,9
"Southern and Eastern Tornadoes and Severe Weather (April 2018)",Severe Storm,20180413,20180416,1660.7,1318,3
"Central and Eastern Severe Weather (May 2018)",Severe Storm,20180513,20180515,1726.2,1370,5
"Central and Eastern Tornadoes and Severe Weather (July 2018)",Severe Storm,20180719,20180722,1981.6,1585,0
"Hurricane Florence (September 2018)",Tropical Cyclone,20180913,20180916,30000,24000,53
"Hurricane Michael (October 2018)",Tropical Cyclone,20181010,20181011,30969,24975,49
"Southeast, Ohio Valley and Northeast Severe Weather (February 2019)",Severe Storm,20190223,20190225,1534.3,1237.5,2
"Hurricane Dorian (September 2019)",Tropical Cyclone,20190828,20190906,1980.3,1610,10
"Southeast Tornadoes and Northern Storms and Flooding (January 2020)",Severe Storm,20200110,20200112,1401.8,1149,10
"South, East and Northeast Severe Weather (February 2020)",Severe Storm,20200205,20200207,1532.2,1256,3
"North Central and Ohio Valley Hail Storms and Severe Weather (April 2020)",Severe Storm,20200407,20200408,3543.9,2881,0
"Southeast and Eastern Tornado Outbreak (April 2020)",Severe Storm,20200412,20200413,4236.2,3444,35
"Southern Severe Weather (April 2020)",Severe Storm,20200421,20200423,1660.6,1350,3
"Central, Southern and Eastern Severe Weather (April 2020)",Severe Storm,20200427,20200430,1263.3,1027,1
"Hurricane Isaias (August 2020)",Tropical Cyclone,20200803,20200804,5756.1,4757,16
"Tropical Storm Eta (November 2020)",Tropical Cyclone,20201108,20201112,1766.7,1460,12
"Northwest, Central, Eastern Winter Storm and Cold Wave (February 2021)",Winter Storm,20210210,20210219,27223.2,22686,262
"Eastern Severe Weather (March 2021)",Severe Storm,20210327,20210328,1601.9,1346,8
"Southern Tornadoes and Southeast Severe Weather (May 2021)",Severe Storm,20210502,20210504,1479.1,1264,4
"Central Severe Storms (June 2021)",Severe Storm,20210624,20210626,1453.6,1253,0
"Tropical Storm Elsa (July 2021)",Tropical Cyclone,20210707,20210709,1395.3,1213,1
"North Central Severe Weather (August 2021)",Severe Storm,20210810,20210813,1476.9,1284,2
"Tropical Storm Fred (August 2021)",Tropical Cyclone,20210816,20210818,1468.9,1277,7
"Hurricane Ida (August 2021)",Tropical Cyclone,20210829,20210901,84608.1,73572,96
"Southern Tornado Outbreak (March 2022)",Severe Storm,20220330,20220330,1369.4,1256,2
"Southeast Tornado Outbreak (April 2022)",Severe Storm,20220404,20220406,1544.8,1417,3
"Central Derecho (June 2022)",Severe Storm,20220613,20220613,3386.6,3195,1
"North Central and Eastern Severe Weather (July 2022)",Severe Storm,20220722,20220724,1420.4,1340,1
"Hurricane Ian (September 2022)",Tropical Cyclone,20220928,20220930,118508,111800,152
"Central and Eastern Winter Storm and Cold Wave (December 2022)",Winter Storm,20221221,20221226,8951.7,8445,87
"Southern and Eastern Severe Weather (March 2023)",Severe Storm,20230302,20230303,6111.1,5876,13
"Central Tornado Outbreak and Eastern Severe Weather (March 2023)",Severe Storm,20230331,20230401,5853.2,5628,33
"Central and Eastern Severe Weather (April 2023)",Severe Storm,20230404,20230406,2956.1,2815,5
"Central and Eastern Tornadoes and Hail Storms (May 2023)",Severe Storm,20230510,20230512,3563,3426,1
"Rockies Hail Storms and Central and Eastern Severe Weather (June 2023)",Severe Storm,20230621,20230626,5401.4,5244,8
"North Central and Eastern Severe Weather (July 2023)",Severe Storm,20230728,20230729,1526.6,1482,2
"Northeastern and Eastern Severe Weather (August 2023)",Severe Storm,20230805,20230808,1680.2,1631,4
"East Coast Storm and Flooding (December 2023)",Flooding,20231216,20231218,1301.6,1276,5
"Southern Tornado Outbreak and East Coast Storm (January 2024)",Severe Storm,20240108,20240110,2780.2,2726,3
"Central, Southern, Northeastern Winter Storm and Cold Wave (January 2024)",Winter Storm,20240114,20240118,1948.3,1910,41
"Central Tornado Outbreak and Eastern Severe Weather (April 2024)",Severe Storm,20240401,20240403,2465.5,2441,3
"Southern and Eastern Severe Weather (April 2024)",Severe Storm,20240408,20240411,2725.1,2698,0
"Central, Southern, Eastern Severe Weather (May 2024)",Severe Storm,20240518,20240522,4859,4859,5
"Central Tornado Outbreak (May 2024)",Severe Storm,20240525,20240526,3432,3432,16
"Central and Eastern Tornado Outbreak and Severe Weather (July 2024)",Severe Storm,20240713,20240716,2435,2435,2
"Hurricane Debby (August 2024)",Tropical Cyclone,20240805,20240809,2476,2476,10
